PCI,Road Type,AADT,Asphalt Type,Last Maintenance,Average Rainfall,Rutting,IRI
45.34,Tertiary,1793,Concrete,2009,82.22,20.39,0.94
85.82,Tertiary,1619,Asphalt,2025,52.83,14.58,0.82
46.99,Secondary,4604,Asphalt,2019,86.84,20.02,0.98
18.73,Primary,97541,Asphalt,2016,82.52,20.04,0.8
36.87,Secondary,23340,Concrete,2008,76.69,18.25,1.25
87.67,Tertiary,84,Asphalt,2024,47.75,12.07,0.57
6.61,Primary,36494,Concrete,2007,73.53,17.82,1.33
75.31,Tertiary,1999,Concrete,2022,44.12,12.3,0.72
24.17,Tertiary,4421,Asphalt,2017,66.38,19.45,0.71
41.73,Tertiary,2739,Asphalt,2016,98.91,19.33,1.24
47.13,Primary,18994,Concrete,2019,41.04,12.65,0.68
100,Primary,27894,Concrete,2025,56.42,15.32,0.98
35.74,Tertiary,2608,Asphalt,2012,70.65,19.08,0.79
47.85,Tertiary,941,Asphalt,2012,85.53,17.45,1.23
54.07,Primary,27202,Concrete,2023,36.35,14.21,0.67
81.11,Primary,41018,Concrete,2024,48.8,16.58,1.15
15.23,Secondary,8701,Asphalt,2019,73.27,18.58,0.78
37.83,Tertiary,1111,Asphalt,2019,77.65,19.32,0.9
87.97,Secondary,9338,Concrete,2020,42.54,12.71,0.82
27.88,Secondary,14430,Asphalt,2021,85.12,21.5,1.1
25.87,Tertiary,2952,Asphalt,2021,65.82,17.61,1.21
83.85,Primary,27607,Asphalt,2025,47.1,14.48,0.51
46.47,Primary,31976,Asphalt,2019,70.47,19.08,1.39
71.58,Primary,17137,Concrete,2021,43.41,16.93,0.87
10.59,Tertiary,3198,Asphalt,2014,92.01,19.45,1.04
86.28,Tertiary,2079,Concrete,2017,49.15,13.67,0.93
31.13,Primary,140313,Concrete,2009,90.98,19.4,1.04
22.48,Tertiary,2086,Asphalt,2020,77.69,20.61,1.26
56.22,Tertiary,1167,Asphalt,2020,81.28,17.52,1.05
22.63,Secondary,18005,Asphalt,2020,81.61,18.94,0.85
32.34,Tertiary,2329,Asphalt,2014,88.07,19.28,1
24.36,Tertiary,3185,Asphalt,2019,84.96,19.28,1.15
44.38,Secondary,24116,Concrete,2010,67.93,19.55,1.05
76.13,Tertiary,4939,Concrete,2020,56.9,13.9,0.87
52.31,Primary,22141,Asphalt,2012,82.32,16.1,1.13
38.77,Tertiary,3456,Asphalt,2018,89.06,19.8,1.04
44.05,Tertiary,1434,Asphalt,2020,87.91,18.35,0.74
0,Tertiary,2564,Asphalt,2016,69.27,20.94,0.73
37.37,Tertiary,3973,Concrete,2012,71.26,19.31,1.03
36.26,Secondary,5544,Asphalt,2020,72.89,18.41,0.92
83.26,Secondary,11320,Concrete,2022,43.92,14.06,0.58
71.83,Secondary,9439,Concrete,2020,54.38,14.56,0.61
18.02,Secondary,11089,Asphalt,2019,79.12,19.61,0.92
100,Tertiary,2288,Concrete,2021,41.37,10.46,0.58
94.03,Tertiary,3455,Asphalt,2025,48.43,13.84,0.54
42.15,Tertiary,4197,Asphalt,2019,77.45,19.15,1.09
69.39,Secondary,11540,Concrete,2022,57.68,16.65,0.55
22.08,Secondary,11968,Asphalt,2021,77.12,18.56,1.07
18.77,Tertiary,1937,Concrete,2010,70.11,21.62,1.04
30.23,Tertiary,1935,Asphalt,2018,81.61,19.16,0.61
53.4,Primary,36417,Concrete,2017,72.03,13.21,0.81
26.35,Secondary,13796,Asphalt,2015,83.32,18.53,0.92
18.55,Tertiary,3943,Asphalt,2012,86.65,19.58,0.84
81.91,Tertiary,2771,Concrete,2021,50.81,10.84,0.73
64.54,Tertiary,3551,Concrete,2017,64.39,14.47,0.56
11.08,Secondary,9544,Concrete,2007,89.33,19.91,0.89
14.24,Tertiary,2927,Asphalt,2019,68.1,18.97,1.07
93.46,Secondary,6872,Concrete,2019,62.91,13.79,0.92
56.48,Primary,32353,Asphalt,2020,57.98,19.35,1.31
79.26,Tertiary,2694,Asphalt,2024,67.5,14.04,0.82
25.61,Tertiary,3659,Asphalt,2019,80.4,19.81,1.05
49.39,Tertiary,1741,Asphalt,2018,67.63,18.29,1.06
60.05,Tertiary,4160,Asphalt,2018,76.73,19.42,0.8
18.82,Secondary,20178,Asphalt,2020,82.14,19.58,0.99
78.87,Tertiary,1677,Asphalt,2023,50.37,12.04,0.36
85.26,Secondary,7067,Concrete,2021,37.97,13.32,0.96
61.26,Primary,35608,Asphalt,2024,54.08,17.01,1.11
8.82,Tertiary,2722,Asphalt,2019,81.62,20.8,0.92
42.31,Secondary,16639,Asphalt,2019,70.76,19.78,0.78
74.79,Primary,30642,Concrete,2021,52.08,14.39,0.47
98.24,Tertiary,2172,Asphalt,2023,66.04,15.7,0.52
21.27,Secondary,13671,Asphalt,2020,92.47,18.72,0.89
23.13,Tertiary,4506,Asphalt,2019,98.81,20.88,1.15
48.44,Tertiary,5341,Asphalt,2010,77.11,19.79,1.44
61.94,Secondary,12097,Concrete,2016,46.42,13.34,1.07
64.29,Tertiary,2760,Asphalt,2020,80.95,19.52,0.63
82.06,Tertiary,364,Concrete,2019,26.33,10.26,0.51
100,Primary,12113,Concrete,2022,45.69,14.72,1.12
80.35,Tertiary,2432,Concrete,2018,54.68,13.37,0.36
35.79,Tertiary,1975,Concrete,2005,84.83,17.65,1.02
25.82,Tertiary,4212,Asphalt,2019,89.22,19.1,1.02
25.15,Tertiary,5380,Asphalt,2017,85.66,18.91,1
88.2,Primary,18651,Concrete,2021,49.79,14.39,0.81
84.15,Tertiary,2223,Concrete,2018,36.55,13.07,0.59
37.55,Tertiary,1283,Asphalt,2016,73.41,19.03,0.74
76.24,Secondary,4803,Asphalt,2024,46.41,14.94,0.7
53.5,Tertiary,2447,Concrete,2018,49.61,13.45,0.97
86.92,Tertiary,1195,Concrete,2023,48.84,12.59,0.92
41.84,Primary,33510,Asphalt,2011,84.4,19.7,0.82
12.46,Tertiary,3098,Asphalt,2020,69.54,18.92,0.69
49.75,Tertiary,3817,Concrete,2010,84.49,19.68,0.98
14.76,Tertiary,4144,Concrete,2006,72.27,18.98,1.15
38.03,Tertiary,2593,Concrete,2008,91.73,18.57,0.97
29.48,Primary,55327,Asphalt,2018,72.82,19.4,0.59
11.01,Tertiary,2806,Asphalt,2012,73.95,20.01,0.88
78.83,Tertiary,2147,Concrete,2020,59.34,16.31,0.7
65.03,Tertiary,3313,Asphalt,2024,44.01,13.92,0.95
75.54,Secondary,12630,Asphalt,2024,51.23,15.49,0.87
47.09,Tertiary,3842,Asphalt,2020,77.86,19.59,1.24
28.86,Secondary,25074,Asphalt,2019,58.78,18.37,0.72
72.99,Tertiary,120,Concrete,2021,52.64,15.11,0.84
100,Tertiary,3892,Concrete,2019,49.46,14.67,0.79
6,Tertiary,1201,Asphalt,2012,67.31,17.55,0.89
10.21,Tertiary,1516,Asphalt,2019,79.41,18.54,0.74
71.18,Secondary,6533,Concrete,2017,51.43,14.86,0.79
98.53,Primary,28393,Concrete,2021,43.37,15.57,0.72
59.82,Primary,25838,Asphalt,2021,74.85,18.17,1.27
71.07,Tertiary,5653,Concrete,2019,40.77,12.93,0.57
54.77,Tertiary,3185,Asphalt,2018,81.48,17.74,1.09
46.86,Secondary,9041,Asphalt,2019,73.48,18.73,0.77
41.74,Tertiary,2902,Asphalt,2020,90.05,20.34,0.87
69.29,Tertiary,2496,Concrete,2016,56.87,15.06,0.63
20.56,Tertiary,2247,Asphalt,2019,76.07,17.4,1.07
70.77,Tertiary,3867,Asphalt,2025,51.04,14.9,0.63
59.24,Primary,14984,Concrete,2020,54.33,15.92,0.94
91.06,Secondary,11854,Asphalt,2024,64.05,13.95,0.22
69.92,Tertiary,2769,Asphalt,2024,73.81,15.05,0.84
100,Secondary,4784,Concrete,2017,39.52,12.5,0.76
73.53,Primary,14181,Concrete,2021,43.12,14.78,0.88
15.92,Tertiary,1112,Concrete,2008,96.38,18.79,0.87
27.74,Primary,46291,Concrete,2009,89.74,20.59,1.01
76.4,Secondary,6431,Concrete,2016,48.28,14.13,0.75
35.02,Primary,64426,Concrete,2005,78.16,21.1,0.96
31.01,Secondary,1896,Concrete,2000,74.56,18.14,0.97
79.39,Tertiary,758,Concrete,2020,62.92,13.68,0.38
18.87,Tertiary,2540,Concrete,2010,82.83,17.29,0.66
89.99,Primary,16047,Concrete,2017,50.02,15.31,0.6
41.18,Primary,19572,Concrete,2022,56,14.82,0.46
38.94,Tertiary,1040,Asphalt,2020,89.11,19.36,0.81
62.94,Primary,20982,Concrete,2022,43.89,14.6,0.74
31.75,Tertiary,1921,Asphalt,2016,84.98,18.99,0.68
70.63,Secondary,3147,Concrete,2018,53.46,13.28,0.85
70.08,Primary,32133,Concrete,2017,63.56,15.79,0.72
97.01,Primary,9259,Concrete,2020,49.87,15.02,0.71
0,Tertiary,5101,Asphalt,2014,82.01,20.65,0.63
40.31,Tertiary,2945,Asphalt,2018,70.78,17.28,1.04
76.73,Secondary,4292,Concrete,2022,47.64,13.01,0.64
37.27,Primary,69022,Asphalt,2020,79.81,20,0.91
50.97,Tertiary,3328,Asphalt,2019,78.28,19.36,0.69
76.72,Secondary,3351,Asphalt,2025,50.75,13.79,0.45
13.2,Tertiary,731,Asphalt,2010,73.37,19.96,1.26
48.31,Tertiary,1845,Concrete,2009,94.02,20.64,0.71
79.48,Tertiary,2174,Concrete,2019,66.43,14.44,0.73
100,Secondary,15803,Asphalt,2024,60.37,15.34,0.61
0,Secondary,16534,Asphalt,2018,101.04,17.98,1.03
38.72,Tertiary,3535,Concrete,2008,84.84,20.18,0.94
18.89,Tertiary,3645,Asphalt,2008,77.95,20.15,0.93
41.08,Tertiary,5423,Asphalt,2015,78.61,20.86,0.95
62.57,Secondary,4063,Concrete,2020,47.73,13,0.72
40.81,Tertiary,2043,Asphalt,2019,91.11,19.58,0.72
84.6,Secondary,3635,Concrete,2021,53.93,14.98,0.67
49.8,Primary,32235,Concrete,2011,76.57,20.29,1.15
74,Primary,28007,Concrete,2021,58.7,14.64,0.73
24,Primary,81682,Asphalt,2020,78.97,19.81,1.1
52.46,Secondary,9786,Asphalt,2018,70.36,19.76,0.99
76.29,Secondary,12807,Concrete,2020,70.44,13.78,0.82
0,Secondary,9571,Asphalt,2020,75.67,18.25,0.88
90.2,Primary,19286,Concrete,2022,48.14,12.32,0.4
83.71,Tertiary,-170,Concrete,2021,41.52,12.66,0.89
45,Primary,45551,Asphalt,2019,82.49,18.66,0.92
41.79,Tertiary,6228,Concrete,2022,79.38,15.15,0.65
15.8,Secondary,18260,Concrete,2005,67.9,19.44,1.04
100,Tertiary,1927,Concrete,2019,68.88,14.94,0.83
39.68,Tertiary,2681,Asphalt,2013,80.39,18.21,0.88
77.8,Secondary,6776,Concrete,2021,42.74,16.03,1.28
35.02,Secondary,25527,Asphalt,2020,77.55,19.38,1.13
83.92,Secondary,15378,Asphalt,2025,66.45,14.44,1
59.17,Secondary,6588,Concrete,2022,59.62,14.68,0.79
58.56,Tertiary,1823,Concrete,2011,70.47,17.7,1.01
36.57,Tertiary,2070,Asphalt,2018,89.28,18.57,0.82
76.77,Primary,6045,Concrete,2021,52.61,14.15,0.81
54.28,Tertiary,3357,Asphalt,2018,60.27,17.19,0.93
83.05,Secondary,7778,Concrete,2021,53.07,16.32,0.98
23.53,Secondary,-421,Asphalt,2020,75.71,18.29,0.67
51.3,Secondary,7331,Concrete,2006,90.15,20.42,1.13
51.16,Tertiary,1526,Asphalt,2017,93.68,18.58,1.2
40.63,Tertiary,1486,Asphalt,2020,80.22,17.62,0.62
63.52,Tertiary,1144,Concrete,2021,63.12,12.29,0.65
53.9,Primary,15354,Asphalt,2024,49.82,15.55,0.85
0,Tertiary,1283,Asphalt,2015,93.17,19.92,0.75
84.45,Primary,32178,Concrete,2025,41.89,13.99,0.8
71.51,Secondary,6460,Concrete,2021,38.79,13.26,0.73
38.84,Secondary,14159,Concrete,2007,91.45,17.14,0.85
15.18,Secondary,12995,Concrete,2005,77.25,18.64,1.26
81.99,Primary,17204,Concrete,2021,55.21,12.51,0.8
10.22,Tertiary,5060,Asphalt,2018,95.14,20.36,0.8
85.62,Primary,36704,Asphalt,2024,48.2,14.22,0.62
16.36,Secondary,24902,Asphalt,2009,66.41,18.97,1.04
19.05,Secondary,16183,Asphalt,2019,70.68,18.9,0.91
89.31,Primary,24812,Concrete,2024,49.95,16.38,0.77
87.55,Secondary,13189,Concrete,2022,42.9,13.06,0.98
57.03,Tertiary,1056,Concrete,2018,43.5,13.27,0.69
24.96,Tertiary,1842,Asphalt,2020,96.34,20.43,0.72
53.66,Secondary,5563,Concrete,2017,42.67,12.88,0.26
0.35,Tertiary,3352,Asphalt,2021,87.17,17.09,1.03
94,Primary,43054,Concrete,2021,58.48,15.27,0.66
46.83,Tertiary,5023,Asphalt,2020,83.89,18.29,0.7
95.08,Secondary,-781,Concrete,2018,56,14.43,0.62
23.65,Primary,67879,Asphalt,2014,78.87,18.2,1.05
37.62,Tertiary,1886,Asphalt,2016,61.33,19.23,1.15
35.6,Tertiary,392,Asphalt,2023,61.4,15.05,0.77
28.69,Primary,18211,Asphalt,2019,72.54,19.25,0.91
71.58,Tertiary,2245,Concrete,2020,48.34,13.6,0.75
23.8,Tertiary,2153,Asphalt,2019,82.45,18.84,0.96
32.2,Secondary,7827,Asphalt,2013,48.93,18.84,0.95
64.47,Tertiary,1746,Concrete,2018,42.88,14.93,0.53
90.07,Tertiary,750,Asphalt,2024,54.56,11.82,0.62
91.13,Secondary,16461,Concrete,2019,33.78,13.83,0.51
30.76,Secondary,11075,Asphalt,2019,87,20.96,1.02
24.59,Primary,32961,Asphalt,2016,72.84,20.85,0.77
29.85,Secondary,15973,Asphalt,2020,68.09,20.24,1.15
45.35,Tertiary,3869,Asphalt,2019,71.28,17.64,0.75
20.81,Tertiary,3763,Concrete,2010,75.32,18.07,1.46
96.87,Tertiary,1581,Concrete,2019,68.54,14.08,0.5
1.42,Secondary,14278,Concrete,2010,72.27,17.61,1.15
38.54,Secondary,19094,Asphalt,2014,55.97,19.15,0.96
95,Tertiary,4142,Concrete,2022,44.49,9.45,0.56
19.4,Tertiary,1892,Concrete,2001,85.64,21.84,0.94
84.23,Primary,44237,Asphalt,2025,66.62,15.36,0.63
24.89,Secondary,13948,Asphalt,2014,80.34,19.4,0.86
45.49,Tertiary,4804,Asphalt,2020,83.35,19.59,0.81
27.98,Tertiary,6500,Concrete,2008,70.8,19.21,1.13
69.72,Primary,27556,Asphalt,2024,45.3,14.32,0.98
72.73,Primary,23720,Concrete,2022,54.45,15.6,0.83
42.97,Primary,18257,Asphalt,2018,67.4,19.84,0.98
49.6,Secondary,14045,Asphalt,2019,83.13,18.49,0.8
29.07,Primary,28311,Asphalt,2020,66.55,20.64,1.01
23.33,Tertiary,2457,Concrete,2008,92.53,20.34,1.01
59.75,Secondary,4613,Asphalt,2024,78.23,16.16,0.67
96.96,Primary,30926,Asphalt,2025,33.73,13.19,0.91
78.06,Secondary,12655,Concrete,2019,45.52,15.14,0.71
0.11,Primary,12745,Asphalt,2020,74.36,17.64,0.81
67.65,Tertiary,2190,Asphalt,2024,58.53,15.8,0.93
83.67,Tertiary,5836,Concrete,2020,52.98,15.14,0.29
1.62,Secondary,15332,Asphalt,2020,73.72,19.75,0.98
11.77,Primary,18877,Asphalt,2021,74.23,17.86,1.1
72.86,Tertiary,1511,Concrete,2022,33.9,14.34,0.39
17.44,Tertiary,2297,Asphalt,2015,70.36,19.63,0.83
61.16,Primary,22380,Concrete,2018,59.03,14.72,0.65
4.35,Primary,40722,Asphalt,2016,78.68,21.01,0.8
83.96,Primary,25379,Asphalt,2025,39.82,12.94,0.47
61.42,Secondary,10128,Asphalt,2011,82.18,21.34,1.18
34.13,Tertiary,3709,Asphalt,2020,94.71,17.97,0.58
70.32,Tertiary,1494,Concrete,2020,41.28,12.68,0.92
70.42,Secondary,6548,Concrete,2017,37.2,14,0.68
9.35,Tertiary,2955,Concrete,2009,77.06,20.22,0.99
55.34,Secondary,9678,Asphalt,2019,82.09,20.68,1.02
13.94,Tertiary,2644,Asphalt,2020,89.34,19.88,1.01
100,Secondary,7046,Asphalt,2023,52.98,13.38,0.39
24.61,Secondary,22324,Asphalt,2020,75.72,20.57,0.98
47.3,Tertiary,5492,Asphalt,2019,73.9,19.32,0.94
39.38,Tertiary,1968,Asphalt,2019,72.07,19.49,1.15
76.41,Primary,37357,Asphalt,2024,49.6,14.62,0.67
42.47,Secondary,13408,Asphalt,2020,72.47,19,0.95
53.1,Tertiary,3104,Asphalt,2024,61.31,14.86,0.64
99.48,Primary,30102,Concrete,2022,53.37,13.81,0.7
100,Secondary,5700,Asphalt,2024,40.49,11.14,0.76
47.39,Tertiary,5130,Asphalt,2020,87.56,19.14,0.7
29.8,Secondary,29867,Asphalt,2019,75.22,18.9,1.06
55.07,Tertiary,1785,Asphalt,2024,31.44,12.7,0.57
86.38,Secondary,7612,Concrete,2020,55.09,13.47,0.66
12.38,Tertiary,4426,Asphalt,2016,92.32,20.6,0.83
99.05,Tertiary,786,Asphalt,2024,44.93,11.64,0.47
24.46,Tertiary,2638,Asphalt,2016,80.82,18.51,1.47
37.55,Secondary,8044,Asphalt,2015,73.49,21.38,0.81
43.9,Secondary,9520,Concrete,2011,68.32,19.14,0.67
36.07,Secondary,7823,Asphalt,2013,73.47,19.81,0.7
96.98,Secondary,13455,Concrete,2016,50.36,12.58,0.88
85.88,Secondary,8983,Concrete,2023,69.55,14.79,0.74
59.53,Tertiary,4703,Concrete,2011,95.87,17.94,1.1
68.06,Tertiary,3354,Concrete,2019,38.64,13.77,0.34
18.7,Tertiary,2648,Asphalt,2020,68.57,19.44,0.45
92.34,Tertiary,2198,Concrete,2018,40.35,14.87,0.83
20.91,Tertiary,4240,Asphalt,2020,58.62,20.92,1.33
98.66,Primary,21928,Concrete,2019,51.66,12.92,0.98
16.07,Tertiary,4365,Asphalt,2018,83.14,17.7,0.65
29.36,Tertiary,7460,Asphalt,2020,79.81,18.93,1.39
73.32,Tertiary,2140,Concrete,2018,48.6,12.95,0.52
29.01,Primary,39307,Asphalt,2019,75.92,19.86,1.08
17.29,Primary,44903,Asphalt,2014,66.67,19.86,0.94
82.61,Tertiary,312,Concrete,2020,52.68,12.22,0.75
41.84,Primary,26538,Concrete,2008,66.86,20.11,0.99
51.93,Tertiary,2431,Asphalt,2020,85.12,18.92,0.8
68.94,Secondary,17804,Asphalt,2024,30.73,13.32,0.85
81.77,Tertiary,1786,Concrete,2020,38.82,14.16,0.86
0,Secondary,28996,Asphalt,2018,76.99,18.62,1
7.47,Tertiary,847,Asphalt,2019,86.43,19.99,1.08
27.83,Tertiary,3494,Concrete,2008,67.23,17.99,1.07
62.09,Tertiary,565,Concrete,2020,41.3,13.11,0.83
87.58,Secondary,7203,Concrete,2021,46.27,11.99,0.9
47.56,Tertiary,806,Concrete,2022,39.4,11.19,0.71
86.23,Primary,19708,Concrete,2017,57.03,14.1,0.7
32.01,Tertiary,2523,Asphalt,2017,83.01,19.76,0.84
32.16,Secondary,4546,Asphalt,2008,92.59,19.41,0.84
0.7,Tertiary,1681,Asphalt,2015,78.8,16.84,0.83
100,Secondary,10943,Concrete,2020,38.33,14.86,0.62
84.06,Primary,16474,Concrete,2018,50.81,15.31,0.8
82.09,Tertiary,2943,Concrete,2020,47.64,13.21,1.11
50.38,Secondary,7594,Concrete,2007,82.64,19.15,1.05
92.22,Primary,24086,Asphalt,2024,37.35,13.31,0.73
43.01,Tertiary,1952,Asphalt,2020,110.63,19.53,1.03
91.9,Tertiary,2194,Concrete,2021,43.3,10.13,0.32
80.35,Tertiary,1535,Concrete,2023,44.25,10.52,0.34
60.81,Secondary,35531,Asphalt,2015,84.79,18.86,1.1
85.27,Primary,41729,Asphalt,2025,35.02,11.6,1.11
84.27,Tertiary,2522,Concrete,2023,42.97,12.7,0.69
13.88,Tertiary,4783,Asphalt,2019,83.58,18.68,0.85
81.14,Tertiary,1997,Asphalt,2025,43.97,13.35,0.87
80.5,Primary,17559,Concrete,2017,57.1,15.17,0.64
52.07,Secondary,23732,Concrete,2012,81.3,17.92,1.26
61.02,Secondary,14154,Concrete,2019,40.57,14.32,1
73.53,Secondary,7905,Concrete,2020,42.57,11.09,0.71
4.08,Secondary,3725,Asphalt,2008,99.35,18.33,1.05
33.26,Tertiary,2280,Asphalt,2018,89.47,19.48,0.99
91.08,Primary,8471,Concrete,2022,44.79,13.19,0.94
56.49,Tertiary,1478,Asphalt,2024,46.92,13.32,0.88
82.19,Primary,21812,Asphalt,2024,37.41,14.09,0.73
52.3,Secondary,29546,Asphalt,2020,81.25,19.42,0.92
96.1,Secondary,20530,Asphalt,2023,58.21,12.35,0.83
49.36,Tertiary,2724,Asphalt,2020,80.17,20.12,0.99
27.65,Tertiary,1385,Asphalt,2019,89.36,19.19,1.04
56.4,Secondary,1456,Concrete,2025,28.36,12.92,0.59
78.47,Tertiary,1440,Concrete,2020,67.11,17.23,0.7
49.22,Tertiary,2112,Asphalt,2017,73.22,18.35,1.14
30.02,Secondary,15091,Asphalt,2017,69.59,20.06,1.11
49.75,Tertiary,1133,Asphalt,2016,83.82,18.98,1.19
80.13,Secondary,6464,Asphalt,2024,51.67,13.41,1.05
84.03,Secondary,1964,Concrete,2018,44.89,14.14,0.6
79.06,Tertiary,3456,Concrete,2022,59.7,13.53,0.39
31.91,Secondary,16378,Asphalt,2019,82.81,17.67,0.92
59.88,Tertiary,1289,Concrete,2020,58.85,14.02,1.18
25.41,Tertiary,2897,Asphalt,2019,89.31,19.75,0.54
72.55,Primary,14347,Concrete,2022,61.03,14.66,0.77
73.04,Secondary,7783,Concrete,2025,55.06,15.79,0.89
37.74,Tertiary,2337,Asphalt,2008,71.28,18.55,0.55
14.73,Primary,65725,Asphalt,2018,84.21,19.08,1.53
96.12,Tertiary,645,Concrete,2022,49.61,14.55,0.21
69.82,Secondary,10119,Concrete,2019,46.48,13.74,1.43
62.31,Secondary,13353,Asphalt,2020,74.05,19.36,1.14
39.06,Tertiary,1413,Asphalt,2016,66.23,19.88,0.84
42.52,Secondary,11933,Concrete,2009,78.83,19.42,0.69
100,Tertiary,3131,Concrete,2023,59.91,12.28,0.53
47.86,Secondary,9257,Asphalt,2019,77.86,20.29,0.69
30.88,Tertiary,1965,Concrete,2007,85.65,19.68,0.74
53.46,Secondary,5810,Concrete,2009,66.23,20.41,0.71
33.5,Secondary,13357,Asphalt,2019,93.82,17.56,1.06
96.15,Tertiary,2456,Concrete,2019,45.96,14.92,0.85
26.57,Tertiary,187,Asphalt,2019,83.64,18,0.79
68.14,Primary,12154,Concrete,2020,64.78,16.28,0.71
0,Tertiary,2320,Asphalt,2017,73.28,18.83,0.94
12.25,Tertiary,1639,Asphalt,2017,98.62,20.07,1.36
23.04,Tertiary,8613,Asphalt,2019,80.31,20.03,0.67
100,Primary,43158,Concrete,2020,65.25,16.14,1.03
79.86,Primary,24965,Concrete,2021,57.82,14.06,0.93
96.72,Secondary,3808,Concrete,2025,48.29,14.14,0.89
61.71,Tertiary,2434,Concrete,2017,58.57,16.24,1.01
71.43,Primary,24838,Concrete,2019,29.93,10.32,0.77
52.05,Tertiary,2236,Asphalt,2017,70.64,17.82,1.18
13.7,Secondary,17401,Asphalt,2020,70.06,20.36,1
26.54,Secondary,21448,Asphalt,2021,90.82,19.04,1.05
12.15,Tertiary,2356,Asphalt,2019,63.47,17.94,0.77
92.81,Tertiary,1320,Concrete,2018,53.85,14.5,0.73
29.84,Secondary,12923,Concrete,2006,87.99,20.07,1.15
66.52,Primary,31792,Asphalt,2021,69.92,18.8,1.27
54.47,Secondary,4892,Asphalt,2024,46.9,13.2,0.69
73.88,Secondary,14518,Concrete,2018,49.73,10.92,0.91
93.97,Secondary,10184,Concrete,2021,54.54,16.4,0.78
80.58,Primary,3044,Concrete,2021,50.88,12.98,0.66
27.55,Tertiary,2081,Asphalt,2017,76.56,18.18,1.23
65.91,Primary,27933,Concrete,2016,45.89,13.79,1.24
46.61,Secondary,38427,Asphalt,2019,94.46,19.27,1.06
0,Secondary,17648,Asphalt,2014,68.73,19.43,1.05
18.23,Tertiary,2838,Asphalt,2021,86.21,20.86,1.02
22.77,Tertiary,2014,Asphalt,2019,89.91,18.22,1.01
38.46,Primary,42272,Asphalt,2017,77.81,20.64,0.69
82.72,Tertiary,1642,Concrete,2021,64.27,15.5,0.67
95.8,Primary,30383,Concrete,2020,33.12,15.16,0.43
50.09,Primary,33665,Concrete,2021,38.73,14.79,0.81
39.59,Tertiary,2959,Asphalt,2018,88.44,19.38,1.05
77.82,Primary,46946,Concrete,2013,52.02,13.54,0.81
50.65,Secondary,20405,Asphalt,2019,94.72,19.09,1.32
28.57,Secondary,12426,Asphalt,2013,77.35,18.6,0.91
75.84,Primary,15051,Concrete,2016,46.88,14.62,0.91
48.11,Tertiary,2224,Asphalt,2020,87.86,17.81,0.99
88.15,Secondary,6093,Concrete,2023,60.21,12.85,0.56
95.76,Tertiary,1471,Concrete,2021,56.79,14.52,0.72
100,Primary,11328,Concrete,2022,42.62,13.63,0.86
42.42,Secondary,14717,Asphalt,2019,74.88,21.34,0.82
74.29,Tertiary,874,Concrete,2018,49.36,14.45,0.63
48.54,Tertiary,1868,Asphalt,2020,83.51,18.84,1.44
51.67,Secondary,6926,Concrete,2021,65.91,16.44,0.59
56.15,Tertiary,2535,Concrete,2020,48.93,13.64,1.3
88.67,Secondary,892,Asphalt,2024,55.88,11.05,0.51
47.25,Tertiary,3133,Asphalt,2010,88.97,18.85,1.04
82.45,Secondary,10242,Concrete,2021,44.11,13.82,0.61
91.58,Primary,22561,Concrete,2018,62.76,16.4,1.2
91.68,Primary,25047,Concrete,2020,59.3,14.64,0.74
56.22,Secondary,8691,Concrete,2008,80.34,18.59,0.9
69.13,Secondary,9260,Asphalt,2024,69.33,14.32,0.81
100,Primary,10573,Concrete,2017,53.44,14.53,0.93
45.06,Tertiary,3996,Asphalt,2019,72.79,17.63,1.04
29.82,Tertiary,-698,Asphalt,2018,71.33,19.85,0.95
81.82,Secondary,4517,Asphalt,2023,43.54,16.14,0.55
37.45,Secondary,18017,Asphalt,2015,83.37,19.32,1.09
50.99,Secondary,17405,Asphalt,2024,35.54,15.21,1.4
0,Tertiary,2763,Asphalt,2019,79.69,19.11,0.66
11.63,Tertiary,4404,Asphalt,2019,65.2,18.91,1.27
35,Primary,21698,Asphalt,2020,90.47,18.76,1.07
29.08,Primary,20973,Asphalt,2017,74.38,19.07,0.8
29.01,Secondary,15051,Asphalt,2020,72.54,19.16,0.9
51.22,Secondary,8288,Concrete,2021,42.24,11,0.31
73.05,Tertiary,2597,Asphalt,2020,91.62,18.16,1.3
46.19,Secondary,15593,Asphalt,2020,85.82,17.54,0.82
37.43,Secondary,2043,Concrete,2006,86.29,19.39,1.46
82.93,Secondary,6502,Asphalt,2024,47.06,12.11,0.84
38.09,Secondary,7303,Asphalt,2012,83.32,18.71,1.12
64.91,Tertiary,2584,Concrete,2016,54.29,12.17,0.69
44.8,Secondary,11133,Asphalt,2020,93.84,19.63,1.28
73.85,Primary,21961,Concrete,2022,42,13.19,0.57
0,Secondary,10474,Asphalt,2020,75.87,19.11,1.01
70.05,Primary,16975,Concrete,2022,31.67,14.66,0.77
97.88,Tertiary,2104,Concrete,2019,46.08,15.26,0.52
36.75,Primary,25365,Concrete,2017,36.41,12.88,0.73
62.65,Secondary,9418,Concrete,2023,41.09,13.78,0.66
69.36,Secondary,-564,Asphalt,2024,53.52,14.02,0.25
23.02,Secondary,28835,Asphalt,2017,80.74,19.7,1.35
39.38,Tertiary,3711,Asphalt,2019,71.29,18.07,1.22
48.99,Secondary,8287,Concrete,2011,75.66,18.03,0.94
